circular	auto	sex	NCBI	UCSC	Ensembl
FALSE	TRUE	FALSE	NW_020822937.1	picr_1254	picr_1254
FALSE	TRUE	FALSE	NW_020822938.1	picr_1255	picr_1255
FALSE	TRUE	FALSE	NW_020822939.1	picr_1256	picr_1256
FALSE	TRUE	FALSE	NW_020822940.1	picr_1257	picr_1257
FALSE	TRUE	FALSE	NW_020822941.1	picr_1258	picr_1258
FALSE	TRUE	FALSE	NW_020822942.1	picr_1259	picr_1259
FALSE	TRUE	FALSE	NW_020822943.1	picr_1260	picr_1260
FALSE	TRUE	FALSE	NW_020822944.1	picr_1261	picr_1261
FALSE	TRUE	FALSE	NW_020822945.1	picr_1262	picr_1262
FALSE	TRUE	FALSE	NW_020822946.1	picr_1263	picr_1263
FALSE	TRUE	FALSE	NW_020822947.1	picr_1264	picr_1264
FALSE	TRUE	FALSE	NW_020822948.1	picr_1265	picr_1265
FALSE	TRUE	FALSE	NW_020822949.1	picr_1266	picr_1266
FALSE	TRUE	FALSE	NW_020822950.1	picr_1267	picr_1267
FALSE	TRUE	FALSE	NW_020822951.1	picr_1268	picr_1268
FALSE	TRUE	FALSE	NW_020822952.1	picr_1269	picr_1269
FALSE	TRUE	FALSE	NW_020822953.1	picr_1270	picr_1270
FALSE	TRUE	FALSE	NW_020822954.1	picr_1272	picr_1272
FALSE	TRUE	FALSE	NW_020822955.1	picr_1273	picr_1273
FALSE	TRUE	FALSE	NW_020822956.1	picr_1274	picr_1274
FALSE	TRUE	FALSE	NW_020822957.1	picr_1275	picr_1275
FALSE	TRUE	FALSE	NW_020822958.1	picr_1276	picr_1276
FALSE	TRUE	FALSE	NW_020822959.1	picr_1277	picr_1277
FALSE	TRUE	FALSE	NW_020822960.1	picr_1278	picr_1278
FALSE	TRUE	FALSE	NW_020822961.1	picr_1279	picr_1279
FALSE	TRUE	FALSE	NW_020822962.1	picr_1280	picr_1280
FALSE	TRUE	FALSE	NW_020822963.1	picr_1281	picr_1281
FALSE	TRUE	FALSE	NW_020822964.1	picr_1282	picr_1282
FALSE	TRUE	FALSE	NW_020822965.1	picr_1283	picr_1283
FALSE	TRUE	FALSE	NW_020822966.1	picr_1284	picr_1284
FALSE	TRUE	FALSE	NW_020822967.1	picr_1285	picr_1285
FALSE	TRUE	FALSE	NW_020822968.1	picr_1287	picr_1287
FALSE	TRUE	FALSE	NW_020822969.1	picr_1288	picr_1288
FALSE	TRUE	FALSE	NW_020822970.1	picr_1289	picr_1289
FALSE	TRUE	FALSE	NW_020822971.1	picr_1290	picr_1290
FALSE	TRUE	FALSE	NW_020822972.1	picr_1291	picr_1291
FALSE	TRUE	FALSE	NW_020822973.1	picr_1292	picr_1292
FALSE	TRUE	FALSE	NW_020822974.1	picr_1293	picr_1293
FALSE	TRUE	FALSE	NW_020822975.1	picr_1295	picr_1295
FALSE	TRUE	FALSE	NW_020822976.1	picr_1296	picr_1296
FALSE	TRUE	FALSE	NW_020822977.1	picr_1297	picr_1297
FALSE	TRUE	FALSE	NW_020822978.1	picr_1298	picr_1298
FALSE	TRUE	FALSE	NW_020822979.1	picr_1300	picr_1300
FALSE	TRUE	FALSE	NW_020822980.1	picr_1301	picr_1301
FALSE	TRUE	FALSE	NW_020822981.1	picr_1302	picr_1302
FALSE	TRUE	FALSE	NW_020822982.1	picr_1303	picr_1303
FALSE	TRUE	FALSE	NW_020822983.1	picr_1304	picr_1304
FALSE	TRUE	FALSE	NW_020822984.1	picr_1305	picr_1305
FALSE	TRUE	FALSE	NW_020822985.1	picr_1306	picr_1306
FALSE	TRUE	FALSE	NW_020822986.1	picr_1307	picr_1307
FALSE	TRUE	FALSE	NW_020822987.1	picr_1309	picr_1309
FALSE	TRUE	FALSE	NW_020822988.1	picr_1310	picr_1310
FALSE	TRUE	FALSE	NW_020822989.1	picr_1311	picr_1311
FALSE	TRUE	FALSE	NW_020822990.1	picr_1313	picr_1313
FALSE	TRUE	FALSE	NW_020822991.1	picr_1314	picr_1314
FALSE	TRUE	FALSE	NW_020822992.1	picr_1315	picr_1315
FALSE	TRUE	FALSE	NW_020822993.1	picr_1316	picr_1316
FALSE	TRUE	FALSE	NW_020822994.1	picr_1317	picr_1317
FALSE	TRUE	FALSE	NW_020822995.1	picr_1318	picr_1318
FALSE	TRUE	FALSE	NW_020822996.1	picr_1319	picr_1319
FALSE	TRUE	FALSE	NW_020822997.1	picr_1320	picr_1320
FALSE	TRUE	FALSE	NW_020822998.1	picr_1322	picr_1322
FALSE	TRUE	FALSE	NW_020822999.1	picr_1323	picr_1323
FALSE	TRUE	FALSE	NW_020823000.1	picr_1324	picr_1324
FALSE	TRUE	FALSE	NW_020823001.1	picr_1325	picr_1325
FALSE	TRUE	FALSE	NW_020823002.1	picr_1326	picr_1326
FALSE	TRUE	FALSE	NW_020823003.1	picr_1327	picr_1327
FALSE	TRUE	FALSE	NW_020823004.1	picr_1328	picr_1328
FALSE	TRUE	FALSE	NW_020823005.1	picr_1329	picr_1329
FALSE	TRUE	FALSE	NW_020823006.1	picr_1330	picr_1330
FALSE	TRUE	FALSE	NW_020823007.1	picr_1331	picr_1331
FALSE	TRUE	FALSE	NW_020823008.1	picr_1332	picr_1332
FALSE	TRUE	FALSE	NW_020823009.1	picr_1333	picr_1333
FALSE	TRUE	FALSE	NW_020823010.1	picr_1334	picr_1334
FALSE	TRUE	FALSE	NW_020823011.1	picr_1335	picr_1335
FALSE	TRUE	FALSE	NW_020823012.1	picr_1336	picr_1336
FALSE	TRUE	FALSE	NW_020823013.1	picr_1337	picr_1337
FALSE	TRUE	FALSE	NW_020823014.1	picr_1338	picr_1338
FALSE	TRUE	FALSE	NW_020823015.1	picr_1339	picr_1339
FALSE	TRUE	FALSE	NW_020823016.1	picr_1340	picr_1340
FALSE	TRUE	FALSE	NW_020823017.1	picr_1341	picr_1341
FALSE	TRUE	FALSE	NW_020823018.1	picr_1342	picr_1342
FALSE	TRUE	FALSE	NW_020823019.1	picr_1343	picr_1343
FALSE	TRUE	FALSE	NW_020823020.1	picr_1344	picr_1344
FALSE	TRUE	FALSE	NW_020823021.1	picr_1345	picr_1345
FALSE	TRUE	FALSE	NW_020823022.1	picr_1349	picr_1349
FALSE	TRUE	FALSE	NW_020823023.1	picr_1350	picr_1350
FALSE	TRUE	FALSE	NW_020823024.1	picr_1351	picr_1351
FALSE	TRUE	FALSE	NW_020823025.1	picr_1352	picr_1352
FALSE	TRUE	FALSE	NW_020823026.1	picr_1353	picr_1353
FALSE	TRUE	FALSE	NW_020823027.1	picr_1354	picr_1354
FALSE	TRUE	FALSE	NW_020823028.1	picr_1355	picr_1355
FALSE	TRUE	FALSE	NW_020823029.1	picr_1356	picr_1356
FALSE	TRUE	FALSE	NW_020823030.1	picr_1357	picr_1357
FALSE	TRUE	FALSE	NW_020823031.1	picr_1358	picr_1358
FALSE	TRUE	FALSE	NW_020823032.1	picr_1359	picr_1359
FALSE	TRUE	FALSE	NW_020823033.1	picr_1360	picr_1360
FALSE	TRUE	FALSE	NW_020823034.1	picr_1361	picr_1361
FALSE	TRUE	FALSE	NW_020823035.1	picr_1363	picr_1363
FALSE	TRUE	FALSE	NW_020823036.1	picr_1364	picr_1364
FALSE	TRUE	FALSE	NW_020823037.1	picr_1365	picr_1365
FALSE	TRUE	FALSE	NW_020823038.1	picr_1366	picr_1366
FALSE	TRUE	FALSE	NW_020823039.1	picr_1367	picr_1367
FALSE	TRUE	FALSE	NW_020823040.1	picr_1368	picr_1368
FALSE	TRUE	FALSE	NW_020823041.1	picr_1370	picr_1370
FALSE	TRUE	FALSE	NW_020823042.1	picr_1371	picr_1371
FALSE	TRUE	FALSE	NW_020823043.1	picr_1372	picr_1372
FALSE	TRUE	FALSE	NW_020823044.1	picr_1373	picr_1373
FALSE	TRUE	FALSE	NW_020823045.1	picr_1374	picr_1374
FALSE	TRUE	FALSE	NW_020823046.1	picr_1375	picr_1375
FALSE	TRUE	FALSE	NW_020823047.1	picr_1376	picr_1376
FALSE	TRUE	FALSE	NW_020823048.1	picr_1377	picr_1377
FALSE	TRUE	FALSE	NW_020823049.1	picr_1378	picr_1378
FALSE	TRUE	FALSE	NW_020823050.1	picr_1379	picr_1379
FALSE	TRUE	FALSE	NW_020823051.1	picr_1380	picr_1380
FALSE	TRUE	FALSE	NW_020823052.1	picr_1381	picr_1381
FALSE	TRUE	FALSE	NW_020823053.1	picr_1382	picr_1382
FALSE	TRUE	FALSE	NW_020823054.1	picr_1383	picr_1383
FALSE	TRUE	FALSE	NW_020823055.1	picr_1384	picr_1384
FALSE	TRUE	FALSE	NW_020823056.1	picr_1385	picr_1385
FALSE	TRUE	FALSE	NW_020823057.1	picr_1386	picr_1386
FALSE	TRUE	FALSE	NW_020823058.1	picr_1387	picr_1387
FALSE	TRUE	FALSE	NW_020823059.1	picr_1388	picr_1388
FALSE	TRUE	FALSE	NW_020823060.1	picr_1389	picr_1389
FALSE	TRUE	FALSE	NW_020823061.1	picr_1390	picr_1390
FALSE	TRUE	FALSE	NW_020823062.1	picr_1391	picr_1391
FALSE	TRUE	FALSE	NW_020823063.1	picr_1392	picr_1392
FALSE	TRUE	FALSE	NW_020823064.1	picr_1393	picr_1393
FALSE	TRUE	FALSE	NW_020823065.1	picr_1394	picr_1394
FALSE	TRUE	FALSE	NW_020823066.1	picr_1395	picr_1395
FALSE	TRUE	FALSE	NW_020823067.1	picr_1396	picr_1396
FALSE	TRUE	FALSE	NW_020823068.1	picr_1397	picr_1397
FALSE	TRUE	FALSE	NW_020823069.1	picr_1398	picr_1398
FALSE	TRUE	FALSE	NW_020823070.1	picr_1399	picr_1399
FALSE	TRUE	FALSE	NW_020823071.1	picr_1401	picr_1401
FALSE	TRUE	FALSE	NW_020823072.1	picr_1402	picr_1402
FALSE	TRUE	FALSE	NW_020823073.1	picr_1403	picr_1403
FALSE	TRUE	FALSE	NW_020823074.1	picr_1404	picr_1404
FALSE	TRUE	FALSE	NW_020823075.1	picr_1405	picr_1405
FALSE	TRUE	FALSE	NW_020823076.1	picr_1406	picr_1406
FALSE	TRUE	FALSE	NW_020823077.1	picr_1407	picr_1407
FALSE	TRUE	FALSE	NW_020823078.1	picr_1408	picr_1408
FALSE	TRUE	FALSE	NW_020823079.1	picr_1410	picr_1410
FALSE	TRUE	FALSE	NW_020823080.1	picr_1411	picr_1411
FALSE	TRUE	FALSE	NW_020823081.1	picr_1412	picr_1412
FALSE	TRUE	FALSE	NW_020823082.1	picr_1413	picr_1413
FALSE	TRUE	FALSE	NW_020823083.1	picr_1414	picr_1414
FALSE	TRUE	FALSE	NW_020823084.1	picr_1415	picr_1415
FALSE	TRUE	FALSE	NW_020823085.1	picr_1416	picr_1416
FALSE	TRUE	FALSE	NW_020823086.1	picr_1417	picr_1417
FALSE	TRUE	FALSE	NW_020823087.1	picr_1418	picr_1418
FALSE	TRUE	FALSE	NW_020823088.1	picr_1419	picr_1419
FALSE	TRUE	FALSE	NW_020823089.1	picr_1420	picr_1420
FALSE	TRUE	FALSE	NW_020823090.1	picr_1421	picr_1421
FALSE	TRUE	FALSE	NW_020823091.1	picr_1422	picr_1422
FALSE	TRUE	FALSE	NW_020823092.1	picr_1423	picr_1423
FALSE	TRUE	FALSE	NW_020823093.1	picr_1424	picr_1424
FALSE	TRUE	FALSE	NW_020823094.1	picr_1425	picr_1425
FALSE	TRUE	FALSE	NW_020823095.1	picr_1426	picr_1426
FALSE	TRUE	FALSE	NW_020823096.1	picr_1427	picr_1427
FALSE	TRUE	FALSE	NW_020823097.1	picr_1428	picr_1428
FALSE	TRUE	FALSE	NW_020823098.1	picr_1429	picr_1429
FALSE	TRUE	FALSE	NW_020823099.1	picr_1430	picr_1430
FALSE	TRUE	FALSE	NW_020823100.1	picr_1431	picr_1431
FALSE	TRUE	FALSE	NW_020823101.1	picr_1432	picr_1432
FALSE	TRUE	FALSE	NW_020823102.1	picr_1433	picr_1433
FALSE	TRUE	FALSE	NW_020823103.1	picr_1435	picr_1435
FALSE	TRUE	FALSE	NW_020823104.1	picr_1436	picr_1436
FALSE	TRUE	FALSE	NW_020823105.1	picr_1437	picr_1437
FALSE	TRUE	FALSE	NW_020823106.1	picr_1438	picr_1438
FALSE	TRUE	FALSE	NW_020823107.1	picr_1439	picr_1439
FALSE	TRUE	FALSE	NW_020823108.1	picr_1440	picr_1440
FALSE	TRUE	FALSE	NW_020823109.1	picr_1441	picr_1441
FALSE	TRUE	FALSE	NW_020823110.1	picr_1442	picr_1442
FALSE	TRUE	FALSE	NW_020823111.1	picr_1443	picr_1443
FALSE	TRUE	FALSE	NW_020823112.1	picr_1444	picr_1444
FALSE	TRUE	FALSE	NW_020823113.1	picr_1445	picr_1445
FALSE	TRUE	FALSE	NW_020823114.1	picr_1446	picr_1446
FALSE	TRUE	FALSE	NW_020823115.1	picr_1447	picr_1447
FALSE	TRUE	FALSE	NW_020823116.1	picr_1448	picr_1448
FALSE	TRUE	FALSE	NW_020823117.1	picr_1449	picr_1449
FALSE	TRUE	FALSE	NW_020823118.1	picr_1450	picr_1450
FALSE	TRUE	FALSE	NW_020823119.1	picr_1452	picr_1452
FALSE	TRUE	FALSE	NW_020823120.1	picr_1453	picr_1453
FALSE	TRUE	FALSE	NW_020823121.1	picr_1454	picr_1454
FALSE	TRUE	FALSE	NW_020823122.1	picr_1455	picr_1455
FALSE	TRUE	FALSE	NW_020823123.1	picr_1456	picr_1456
FALSE	TRUE	FALSE	NW_020823124.1	picr_1457	picr_1457
FALSE	TRUE	FALSE	NW_020823125.1	picr_1458	picr_1458
FALSE	TRUE	FALSE	NW_020823126.1	picr_1459	picr_1459
FALSE	TRUE	FALSE	NW_020823127.1	picr_1460	picr_1460
FALSE	TRUE	FALSE	NW_020823128.1	picr_1461	picr_1461
FALSE	TRUE	FALSE	NW_020823129.1	picr_1462	picr_1462
FALSE	TRUE	FALSE	NW_020823130.1	picr_1463	picr_1463
FALSE	TRUE	FALSE	NW_020823131.1	picr_1464	picr_1464
FALSE	TRUE	FALSE	NW_020823132.1	picr_1465	picr_1465
FALSE	TRUE	FALSE	NW_020823133.1	picr_1466	picr_1466
FALSE	TRUE	FALSE	NW_020823134.1	picr_1467	picr_1467
FALSE	TRUE	FALSE	NW_020823135.1	picr_1469	picr_1469
FALSE	TRUE	FALSE	NW_020823136.1	picr_1470	picr_1470
FALSE	TRUE	FALSE	NW_020823137.1	picr_1471	picr_1471
FALSE	TRUE	FALSE	NW_020823138.1	picr_1472	picr_1472
FALSE	TRUE	FALSE	NW_020823139.1	picr_1473	picr_1473
FALSE	TRUE	FALSE	NW_020823140.1	picr_1474	picr_1474
FALSE	TRUE	FALSE	NW_020823141.1	picr_1475	picr_1475
FALSE	TRUE	FALSE	NW_020823142.1	picr_1476	picr_1476
FALSE	TRUE	FALSE	NW_020823143.1	picr_1477	picr_1477
FALSE	TRUE	FALSE	NW_020823144.1	picr_1478	picr_1478
FALSE	TRUE	FALSE	NW_020823145.1	picr_1479	picr_1479
FALSE	TRUE	FALSE	NW_020823146.1	picr_1480	picr_1480
FALSE	TRUE	FALSE	NW_020823147.1	picr_1481	picr_1481
FALSE	TRUE	FALSE	NW_020823148.1	picr_1482	picr_1482
FALSE	TRUE	FALSE	NW_020823149.1	picr_1483	picr_1483
FALSE	TRUE	FALSE	NW_020823150.1	picr_1484	picr_1484
FALSE	TRUE	FALSE	NW_020823151.1	picr_1485	picr_1485
FALSE	TRUE	FALSE	NW_020823152.1	picr_1486	picr_1486
FALSE	TRUE	FALSE	NW_020823153.1	picr_1487	picr_1487
FALSE	TRUE	FALSE	NW_020823154.1	picr_1488	picr_1488
FALSE	TRUE	FALSE	NW_020823155.1	picr_1489	picr_1489
FALSE	TRUE	FALSE	NW_020823156.1	picr_1490	picr_1490
FALSE	TRUE	FALSE	NW_020823157.1	picr_1491	picr_1491
FALSE	TRUE	FALSE	NW_020823158.1	picr_1492	picr_1492
FALSE	TRUE	FALSE	NW_020823159.1	picr_1493	picr_1493
FALSE	TRUE	FALSE	NW_020823160.1	picr_1494	picr_1494
FALSE	TRUE	FALSE	NW_020823161.1	picr_1496	picr_1496
FALSE	TRUE	FALSE	NW_020823162.1	picr_1497	picr_1497
FALSE	TRUE	FALSE	NW_020823163.1	picr_1498	picr_1498
FALSE	TRUE	FALSE	NW_020823164.1	picr_1499	picr_1499
FALSE	TRUE	FALSE	NW_020823165.1	picr_1500	picr_1500
FALSE	TRUE	FALSE	NW_020823166.1	picr_1501	picr_1501
FALSE	TRUE	FALSE	NW_020823167.1	picr_1503	picr_1503
FALSE	TRUE	FALSE	NW_020823168.1	picr_1504	picr_1504
FALSE	TRUE	FALSE	NW_020823169.1	picr_1505	picr_1505
FALSE	TRUE	FALSE	NW_020823170.1	picr_1506	picr_1506
FALSE	TRUE	FALSE	NW_020823171.1	picr_1507	picr_1507
FALSE	TRUE	FALSE	NW_020823172.1	picr_1508	picr_1508
FALSE	TRUE	FALSE	NW_020823173.1	picr_1510	picr_1510
FALSE	TRUE	FALSE	NW_020823174.1	picr_1511	picr_1511
FALSE	TRUE	FALSE	NW_020823175.1	picr_1512	picr_1512
FALSE	TRUE	FALSE	NW_020823176.1	picr_1513	picr_1513
FALSE	TRUE	FALSE	NW_020823177.1	picr_1514	picr_1514
FALSE	TRUE	FALSE	NW_020823178.1	picr_1515	picr_1515
FALSE	TRUE	FALSE	NW_020823179.1	picr_1516	picr_1516
FALSE	TRUE	FALSE	NW_020823180.1	picr_1517	picr_1517
FALSE	TRUE	FALSE	NW_020823181.1	picr_1518	picr_1518
FALSE	TRUE	FALSE	NW_020823182.1	picr_1519	picr_1519
FALSE	TRUE	FALSE	NW_020823183.1	picr_1520	picr_1520
FALSE	TRUE	FALSE	NW_020823184.1	picr_1521	picr_1521
FALSE	TRUE	FALSE	NW_020823185.1	picr_1522	picr_1522
FALSE	TRUE	FALSE	NW_020823186.1	picr_1523	picr_1523
FALSE	TRUE	FALSE	NW_020823187.1	picr_1524	picr_1524
FALSE	TRUE	FALSE	NW_020823188.1	picr_1525	picr_1525
FALSE	TRUE	FALSE	NW_020823189.1	picr_1526	picr_1526
FALSE	TRUE	FALSE	NW_020823190.1	picr_1527	picr_1527
FALSE	TRUE	FALSE	NW_020823191.1	picr_1528	picr_1528
FALSE	TRUE	FALSE	NW_020823192.1	picr_1529	picr_1529
FALSE	TRUE	FALSE	NW_020823193.1	picr_1530	picr_1530
FALSE	TRUE	FALSE	NW_020823194.1	picr_1531	picr_1531
FALSE	TRUE	FALSE	NW_020823195.1	picr_1532	picr_1532
FALSE	TRUE	FALSE	NW_020823196.1	picr_1533	picr_1533
FALSE	TRUE	FALSE	NW_020823197.1	picr_1534	picr_1534
FALSE	TRUE	FALSE	NW_020823198.1	picr_1535	picr_1535
FALSE	TRUE	FALSE	NW_020823199.1	picr_1536	picr_1536
FALSE	TRUE	FALSE	NW_020823200.1	picr_1537	picr_1537
FALSE	TRUE	FALSE	NW_020823201.1	picr_1539	picr_1539
FALSE	TRUE	FALSE	NW_020823202.1	picr_1540	picr_1540
FALSE	TRUE	FALSE	NW_020823203.1	picr_1541	picr_1541
FALSE	TRUE	FALSE	NW_020823204.1	picr_1542	picr_1542
FALSE	TRUE	FALSE	NW_020823205.1	picr_1543	picr_1543
FALSE	TRUE	FALSE	NW_020823206.1	picr_1544	picr_1544
FALSE	TRUE	FALSE	NW_020823207.1	picr_1546	picr_1546
FALSE	TRUE	FALSE	NW_020823208.1	picr_1548	picr_1548
FALSE	TRUE	FALSE	NW_020823209.1	picr_1549	picr_1549
FALSE	TRUE	FALSE	NW_020823210.1	picr_1550	picr_1550
FALSE	TRUE	FALSE	NW_020823211.1	picr_1551	picr_1551
FALSE	TRUE	FALSE	NW_020823212.1	picr_1552	picr_1552
FALSE	TRUE	FALSE	NW_020823213.1	picr_1553	picr_1553
FALSE	TRUE	FALSE	NW_020823214.1	picr_1556	picr_1556
FALSE	TRUE	FALSE	NW_020823215.1	picr_1557	picr_1557
FALSE	TRUE	FALSE	NW_020823216.1	picr_1559	picr_1559
FALSE	TRUE	FALSE	NW_020823217.1	picr_1560	picr_1560
FALSE	TRUE	FALSE	NW_020823218.1	picr_1561	picr_1561
FALSE	TRUE	FALSE	NW_020823219.1	picr_1562	picr_1562
FALSE	TRUE	FALSE	NW_020823220.1	picr_1563	picr_1563
FALSE	TRUE	FALSE	NW_020823221.1	picr_1565	picr_1565
FALSE	TRUE	FALSE	NW_020823222.1	picr_1566	picr_1566
FALSE	TRUE	FALSE	NW_020823223.1	picr_1567	picr_1567
FALSE	TRUE	FALSE	NW_020823224.1	picr_1568	picr_1568
FALSE	TRUE	FALSE	NW_020823225.1	picr_1569	picr_1569
FALSE	TRUE	FALSE	NW_020823226.1	picr_1570	picr_1570
FALSE	TRUE	FALSE	NW_020823227.1	picr_1571	picr_1571
FALSE	TRUE	FALSE	NW_020823228.1	picr_1572	picr_1572
FALSE	TRUE	FALSE	NW_020823229.1	picr_1573	picr_1573
FALSE	TRUE	FALSE	NW_020823230.1	picr_1574	picr_1574
FALSE	TRUE	FALSE	NW_020823231.1	picr_1575	picr_1575
FALSE	TRUE	FALSE	NW_020823232.1	picr_1576	picr_1576
FALSE	TRUE	FALSE	NW_020823233.1	picr_1577	picr_1577
FALSE	TRUE	FALSE	NW_020823234.1	picr_1578	picr_1578
FALSE	TRUE	FALSE	NW_020823235.1	picr_1579	picr_1579
FALSE	TRUE	FALSE	NW_020823236.1	picr_1580	picr_1580
FALSE	TRUE	FALSE	NW_020823237.1	picr_1581	picr_1581
FALSE	TRUE	FALSE	NW_020823238.1	picr_1582	picr_1582
FALSE	TRUE	FALSE	NW_020823239.1	picr_1583	picr_1583
FALSE	TRUE	FALSE	NW_020823240.1	picr_1584	picr_1584
FALSE	TRUE	FALSE	NW_020823241.1	picr_1585	picr_1585
FALSE	TRUE	FALSE	NW_020823242.1	picr_1587	picr_1587
FALSE	TRUE	FALSE	NW_020823243.1	picr_1588	picr_1588
FALSE	TRUE	FALSE	NW_020823244.1	picr_1589	picr_1589
FALSE	TRUE	FALSE	NW_020823245.1	picr_1590	picr_1590
FALSE	TRUE	FALSE	NW_020823246.1	picr_1591	picr_1591
FALSE	TRUE	FALSE	NW_020823247.1	picr_1592	picr_1592
FALSE	TRUE	FALSE	NW_020823248.1	picr_1593	picr_1593
FALSE	TRUE	FALSE	NW_020823249.1	picr_1594	picr_1594
FALSE	TRUE	FALSE	NW_020823250.1	picr_1595	picr_1595
FALSE	TRUE	FALSE	NW_020823251.1	picr_1596	picr_1596
FALSE	TRUE	FALSE	NW_020823252.1	picr_1597	picr_1597
FALSE	TRUE	FALSE	NW_020823253.1	picr_1598	picr_1598
FALSE	TRUE	FALSE	NW_020823254.1	picr_1599	picr_1599
FALSE	TRUE	FALSE	NW_020823255.1	picr_1600	picr_1600
FALSE	TRUE	FALSE	NW_020823256.1	picr_1601	picr_1601
FALSE	TRUE	FALSE	NW_020823257.1	picr_1603	picr_1603
FALSE	TRUE	FALSE	NW_020823258.1	picr_1605	picr_1605
FALSE	TRUE	FALSE	NW_020823259.1	picr_1606	picr_1606
FALSE	TRUE	FALSE	NW_020823260.1	picr_1608	picr_1608
FALSE	TRUE	FALSE	NW_020823261.1	picr_1609	picr_1609
FALSE	TRUE	FALSE	NW_020823262.1	picr_1610	picr_1610
FALSE	TRUE	FALSE	NW_020823263.1	picr_1611	picr_1611
FALSE	TRUE	FALSE	NW_020823264.1	picr_1612	picr_1612
FALSE	TRUE	FALSE	NW_020823265.1	picr_1613	picr_1613
FALSE	TRUE	FALSE	NW_020823266.1	picr_1614	picr_1614
FALSE	TRUE	FALSE	NW_020823267.1	picr_1615	picr_1615
FALSE	TRUE	FALSE	NW_020823268.1	picr_1616	picr_1616
FALSE	TRUE	FALSE	NW_020823269.1	picr_1617	picr_1617
FALSE	TRUE	FALSE	NW_020823270.1	picr_1618	picr_1618
FALSE	TRUE	FALSE	NW_020823271.1	picr_1619	picr_1619
FALSE	TRUE	FALSE	NW_020823272.1	picr_1620	picr_1620
FALSE	TRUE	FALSE	NW_020823273.1	picr_1621	picr_1621
FALSE	TRUE	FALSE	NW_020823274.1	picr_1622	picr_1622
FALSE	TRUE	FALSE	NW_020823275.1	picr_1623	picr_1623
FALSE	TRUE	FALSE	NW_020823276.1	picr_1624	picr_1624
FALSE	TRUE	FALSE	NW_020823277.1	picr_1625	picr_1625
FALSE	TRUE	FALSE	NW_020823278.1	picr_1626	picr_1626
FALSE	TRUE	FALSE	NW_020823279.1	picr_1627	picr_1627
FALSE	TRUE	FALSE	NW_020823280.1	picr_1628	picr_1628
FALSE	TRUE	FALSE	NW_020823281.1	picr_1629	picr_1629
FALSE	TRUE	FALSE	NW_020823282.1	picr_1630	picr_1630
FALSE	TRUE	FALSE	NW_020823283.1	picr_1631	picr_1631
FALSE	TRUE	FALSE	NW_020823284.1	picr_1632	picr_1632
FALSE	TRUE	FALSE	NW_020823285.1	picr_1633	picr_1633
FALSE	TRUE	FALSE	NW_020823286.1	picr_1634	picr_1634
FALSE	TRUE	FALSE	NW_020823287.1	picr_1635	picr_1635
FALSE	TRUE	FALSE	NW_020823288.1	picr_1636	picr_1636
FALSE	TRUE	FALSE	NW_020823289.1	picr_1637	picr_1637
FALSE	TRUE	FALSE	NW_020823290.1	picr_1639	picr_1639
FALSE	TRUE	FALSE	NW_020823291.1	picr_1640	picr_1640
FALSE	TRUE	FALSE	NW_020823292.1	picr_1642	picr_1642
FALSE	TRUE	FALSE	NW_020823293.1	picr_1644	picr_1644
FALSE	TRUE	FALSE	NW_020823294.1	picr_1645	picr_1645
FALSE	TRUE	FALSE	NW_020823295.1	picr_1646	picr_1646
FALSE	TRUE	FALSE	NW_020823296.1	picr_1647	picr_1647
FALSE	TRUE	FALSE	NW_020823297.1	picr_1648	picr_1648
FALSE	TRUE	FALSE	NW_020823298.1	picr_1649	picr_1649
FALSE	TRUE	FALSE	NW_020823299.1	picr_1650	picr_1650
FALSE	TRUE	FALSE	NW_020823300.1	picr_1651	picr_1651
FALSE	TRUE	FALSE	NW_020823301.1	picr_1652	picr_1652
FALSE	TRUE	FALSE	NW_020823302.1	picr_1653	picr_1653
FALSE	TRUE	FALSE	NW_020823303.1	picr_1654	picr_1654
FALSE	TRUE	FALSE	NW_020823304.1	picr_1655	picr_1655
FALSE	TRUE	FALSE	NW_020823305.1	picr_1656	picr_1656
FALSE	TRUE	FALSE	NW_020823306.1	picr_1657	picr_1657
FALSE	TRUE	FALSE	NW_020823307.1	picr_1658	picr_1658
FALSE	TRUE	FALSE	NW_020823308.1	picr_1659	picr_1659
FALSE	TRUE	FALSE	NW_020823309.1	picr_1660	picr_1660
FALSE	TRUE	FALSE	NW_020823310.1	picr_1661	picr_1661
FALSE	TRUE	FALSE	NW_020823311.1	picr_1662	picr_1662
FALSE	TRUE	FALSE	NW_020823312.1	picr_1663	picr_1663
FALSE	TRUE	FALSE	NW_020823313.1	picr_1664	picr_1664
FALSE	TRUE	FALSE	NW_020823314.1	picr_1665	picr_1665
FALSE	TRUE	FALSE	NW_020823315.1	picr_1666	picr_1666
FALSE	TRUE	FALSE	NW_020823316.1	picr_1667	picr_1667
FALSE	TRUE	FALSE	NW_020823317.1	picr_1668	picr_1668
FALSE	TRUE	FALSE	NW_020823318.1	picr_1669	picr_1669
FALSE	TRUE	FALSE	NW_020823319.1	picr_1670	picr_1670
FALSE	TRUE	FALSE	NW_020823320.1	picr_1671	picr_1671
FALSE	TRUE	FALSE	NW_020823321.1	picr_1672	picr_1672
FALSE	TRUE	FALSE	NW_020823322.1	picr_1673	picr_1673
FALSE	TRUE	FALSE	NW_020823323.1	picr_1674	picr_1674
FALSE	TRUE	FALSE	NW_020823324.1	picr_1675	picr_1675
