circular	auto	sex	NCBI	UCSC	Ensembl
FALSE	TRUE	FALSE	NW_020822543.1	picr_1064	picr_1064
FALSE	TRUE	FALSE	NW_020822544.1	picr_107_new	picr_107_new
FALSE	TRUE	FALSE	NW_020822545.1	picr_110	picr_110
FALSE	TRUE	FALSE	NW_020822546.1	picr_1108	picr_1108
FALSE	TRUE	FALSE	NW_020822547.1	picr_1169	picr_1169
FALSE	TRUE	FALSE	NW_020822548.1	picr_1170	picr_1170
FALSE	TRUE	FALSE	NW_020822549.1	picr_1222	picr_1222
FALSE	TRUE	FALSE	NW_020822550.1	picr_125	picr_125
FALSE	TRUE	FALSE	NW_020822551.1	picr_1271	picr_1271
FALSE	TRUE	FALSE	NW_020822552.1	picr_129	picr_129
FALSE	TRUE	FALSE	NW_020822553.1	picr_1294	picr_1294
FALSE	TRUE	FALSE	NW_020822554.1	picr_1308	picr_1308
FALSE	TRUE	FALSE	NW_020822555.1	picr_131	picr_131
FALSE	TRUE	FALSE	NW_020822556.1	picr_1348	picr_1348
FALSE	TRUE	FALSE	NW_020822557.1	picr_138	picr_138
FALSE	TRUE	FALSE	NW_020822558.1	picr_139	picr_139
FALSE	TRUE	FALSE	NW_020822559.1	picr_140	picr_140
FALSE	TRUE	FALSE	NW_020822560.1	picr_1451	picr_1451
FALSE	TRUE	FALSE	NW_020822561.1	picr_1558	picr_1558
FALSE	TRUE	FALSE	NW_020822562.1	picr_1564	picr_1564
FALSE	TRUE	FALSE	NW_020822563.1	picr_164	picr_164
FALSE	TRUE	FALSE	NW_020822564.1	picr_1641	picr_1641
FALSE	TRUE	FALSE	NW_020822565.1	picr_1737	picr_1737
FALSE	TRUE	FALSE	NW_020822566.1	picr_175	picr_175
FALSE	TRUE	FALSE	NW_020822567.1	picr_1_new	picr_1_new
FALSE	TRUE	FALSE	NW_020822568.1	picr_257	picr_257
FALSE	TRUE	FALSE	NW_020822569.1	picr_261	picr_261
FALSE	TRUE	FALSE	NW_020822570.1	picr_27	picr_27
FALSE	TRUE	FALSE	NW_020822571.1	picr_327	picr_327
FALSE	TRUE	FALSE	NW_020822572.1	picr_334	picr_334
FALSE	TRUE	FALSE	NW_020822573.1	picr_355	picr_355
FALSE	TRUE	FALSE	NW_020822574.1	picr_356	picr_356
FALSE	TRUE	FALSE	NW_020822575.1	picr_358	picr_358
FALSE	TRUE	FALSE	NW_020822576.1	picr_367	picr_367
FALSE	TRUE	FALSE	NW_020822577.1	picr_38_new	picr_38_new
FALSE	TRUE	FALSE	NW_020822578.1	picr_391	picr_391
FALSE	TRUE	FALSE	NW_020822579.1	picr_474	picr_474
FALSE	TRUE	FALSE	NW_020822580.1	picr_492	picr_492
FALSE	TRUE	FALSE	NW_020822581.1	picr_529	picr_529
FALSE	TRUE	FALSE	NW_020822582.1	picr_549	picr_549
FALSE	TRUE	FALSE	NW_020822583.1	picr_569	picr_569
FALSE	TRUE	FALSE	NW_020822584.1	picr_570	picr_570
FALSE	TRUE	FALSE	NW_020822585.1	picr_579	picr_579
FALSE	TRUE	FALSE	NW_020822586.1	picr_58	picr_58
FALSE	TRUE	FALSE	NW_020822587.1	picr_648	picr_648
FALSE	TRUE	FALSE	NW_020822588.1	picr_673	picr_673
FALSE	TRUE	FALSE	NW_020822589.1	picr_705	picr_705
FALSE	TRUE	FALSE	NW_020822590.1	picr_769	picr_769
FALSE	TRUE	FALSE	NW_020822591.1	picr_86	picr_86
FALSE	TRUE	FALSE	NW_020822592.1	picr_92	picr_92
FALSE	TRUE	FALSE	NW_020822593.1	picr_934	picr_934
FALSE	TRUE	FALSE	NW_020822594.1	picr_966	picr_966
FALSE	TRUE	FALSE	NW_020822595.1	picr_99	picr_99
FALSE	TRUE	FALSE	NW_020822596.1	picr_108_new	picr_108_new
FALSE	TRUE	FALSE	NW_020822597.1	picr_11_new	picr_11_new
FALSE	TRUE	FALSE	NW_020822598.1	picr_130	picr_130
FALSE	TRUE	FALSE	NW_020822599.1	picr_1729	picr_1729
FALSE	TRUE	FALSE	NW_020822600.1	picr_1733	picr_1733
FALSE	TRUE	FALSE	NW_020822601.1	picr_2_new	picr_2_new
FALSE	TRUE	FALSE	NW_020822602.1	picr_54	picr_54
FALSE	TRUE	FALSE	NW_020822603.1	picr_57	picr_57
FALSE	TRUE	FALSE	NW_020822604.1	picr_7a	picr_7a
FALSE	TRUE	FALSE	NW_020822605.1	picr_101	picr_101
FALSE	TRUE	FALSE	NW_020822606.1	picr_120	picr_120
FALSE	TRUE	FALSE	NW_020822607.1	picr_155	picr_155
FALSE	TRUE	FALSE	NW_020822608.1	picr_19	picr_19
FALSE	TRUE	FALSE	NW_020822609.1	picr_374	picr_374
FALSE	TRUE	FALSE	NW_020822610.1	picr_40_new	picr_40_new
FALSE	TRUE	FALSE	NW_020822611.1	picr_52_new	picr_52_new
FALSE	TRUE	FALSE	NW_020822612.1	picr_560	picr_560
FALSE	TRUE	FALSE	NW_020822613.1	picr_629	picr_629
FALSE	TRUE	FALSE	NW_020822614.1	picr_75	picr_75
FALSE	TRUE	FALSE	NW_020822616.1	picr_93	picr_93
FALSE	TRUE	FALSE	NW_020822617.1	picr_985	picr_985
FALSE	TRUE	FALSE	NW_020822615.1	picr_8_new	picr_8_new
FALSE	TRUE	FALSE	NW_020822618.1	picr_117	picr_117
FALSE	TRUE	FALSE	NW_020822619.1	picr_136	picr_136
FALSE	TRUE	FALSE	NW_020822621.1	picr_143	picr_143
FALSE	TRUE	FALSE	NW_020822622.1	picr_1468	picr_1468
FALSE	TRUE	FALSE	NW_020822623.1	picr_153	picr_153
FALSE	TRUE	FALSE	NW_020822624.1	picr_1554	picr_1554
FALSE	TRUE	FALSE	NW_020822625.1	picr_1586	picr_1586
FALSE	TRUE	FALSE	NW_020822626.1	picr_183	picr_183
FALSE	TRUE	FALSE	NW_020822627.1	picr_188	picr_188
FALSE	TRUE	FALSE	NW_020822628.1	picr_192	picr_192
FALSE	TRUE	FALSE	NW_020822629.1	picr_45	picr_45
FALSE	TRUE	FALSE	NW_020822630.1	picr_47_new	picr_47_new
FALSE	TRUE	FALSE	NW_020822631.1	picr_538	picr_538
FALSE	TRUE	FALSE	NW_020822632.1	picr_63	picr_63
FALSE	TRUE	FALSE	NW_020822633.1	picr_716	picr_716
FALSE	TRUE	FALSE	NW_020822634.1	picr_73	picr_73
FALSE	TRUE	FALSE	NW_020822635.1	picr_735	picr_735
FALSE	TRUE	FALSE	NW_020822636.1	picr_79	picr_79
FALSE	TRUE	FALSE	NW_020822637.1	picr_872	picr_872
FALSE	TRUE	FALSE	NW_020822638.1	picr_88	picr_88
FALSE	TRUE	FALSE	NW_020822639.1	picr_948	picr_948
FALSE	TRUE	FALSE	NW_020822640.1	picr_953	picr_953
FALSE	TRUE	FALSE	NW_020822641.1	picr_97	picr_97
FALSE	TRUE	FALSE	NW_020822620.1	picr_137	picr_137
FALSE	TRUE	FALSE	NW_020822642.1	picr_118	picr_118
FALSE	TRUE	FALSE	NW_020822643.1	picr_119	picr_119
FALSE	TRUE	FALSE	NW_020822644.1	picr_158	picr_158
FALSE	TRUE	FALSE	NW_020822645.1	picr_163	picr_163
FALSE	TRUE	FALSE	NW_020822646.1	picr_167	picr_167
FALSE	TRUE	FALSE	NW_020822647.1	picr_173	picr_173
FALSE	TRUE	FALSE	NW_020822648.1	picr_174	picr_174
FALSE	TRUE	FALSE	NW_020822649.1	picr_185	picr_185
FALSE	TRUE	FALSE	NW_020822650.1	picr_186	picr_186
FALSE	TRUE	FALSE	NW_020822651.1	picr_191	picr_191
FALSE	TRUE	FALSE	NW_020822652.1	picr_195	picr_195
FALSE	TRUE	FALSE	NW_020822653.1	picr_199	picr_199
FALSE	TRUE	FALSE	NW_020822654.1	picr_200	picr_200
FALSE	TRUE	FALSE	NW_020822655.1	picr_205	picr_205
FALSE	TRUE	FALSE	NW_020822656.1	picr_253	picr_253
FALSE	TRUE	FALSE	NW_020822657.1	picr_41_new	picr_41_new
FALSE	TRUE	FALSE	NW_020822658.1	picr_49	picr_49
FALSE	TRUE	FALSE	NW_020822659.1	picr_1004	picr_1004
FALSE	TRUE	FALSE	NW_020822660.1	picr_1038	picr_1038
FALSE	TRUE	FALSE	NW_020822661.1	picr_1067	picr_1067
FALSE	TRUE	FALSE	NW_020822662.1	picr_1092	picr_1092
FALSE	TRUE	FALSE	NW_020822663.1	picr_113	picr_113
FALSE	TRUE	FALSE	NW_020822664.1	picr_114	picr_114
FALSE	TRUE	FALSE	NW_020822665.1	picr_121_new	picr_121_new
FALSE	TRUE	FALSE	NW_020822666.1	picr_126	picr_126
FALSE	TRUE	FALSE	NW_020822667.1	picr_1299	picr_1299
FALSE	TRUE	FALSE	NW_020822668.1	picr_134	picr_134
FALSE	TRUE	FALSE	NW_020822669.1	picr_1362	picr_1362
FALSE	TRUE	FALSE	NW_020822670.1	picr_141	picr_141
FALSE	TRUE	FALSE	NW_020822671.1	picr_144	picr_144
FALSE	TRUE	FALSE	NW_020822672.1	picr_146	picr_146
FALSE	TRUE	FALSE	NW_020822673.1	picr_147	picr_147
FALSE	TRUE	FALSE	NW_020822674.1	picr_149	picr_149
FALSE	TRUE	FALSE	NW_020822675.1	picr_150	picr_150
FALSE	TRUE	FALSE	NW_020822676.1	picr_152	picr_152
FALSE	TRUE	FALSE	NW_020822677.1	picr_156	picr_156
FALSE	TRUE	FALSE	NW_020822678.1	picr_1604	picr_1604
FALSE	TRUE	FALSE	NW_020822679.1	picr_1643	picr_1643
FALSE	TRUE	FALSE	NW_020822680.1	picr_166	picr_166
FALSE	TRUE	FALSE	NW_020822681.1	picr_171	picr_171
FALSE	TRUE	FALSE	NW_020822682.1	picr_1742	picr_1742
FALSE	TRUE	FALSE	NW_020822683.1	picr_179	picr_179
FALSE	TRUE	FALSE	NW_020822684.1	picr_1800	picr_1800
FALSE	TRUE	FALSE	NW_020822685.1	picr_184	picr_184
FALSE	TRUE	FALSE	NW_020822686.1	picr_209	picr_209
FALSE	TRUE	FALSE	NW_020822687.1	picr_25_new	picr_25_new
FALSE	TRUE	FALSE	NW_020822688.1	picr_26	picr_26
FALSE	TRUE	FALSE	NW_020822689.1	picr_275	picr_275
FALSE	TRUE	FALSE	NW_020822690.1	picr_289	picr_289
FALSE	TRUE	FALSE	NW_020822691.1	picr_314	picr_314
FALSE	TRUE	FALSE	NW_020822692.1	picr_343	picr_343
FALSE	TRUE	FALSE	NW_020822693.1	picr_398	picr_398
FALSE	TRUE	FALSE	NW_020822694.1	picr_427	picr_427
FALSE	TRUE	FALSE	NW_020822695.1	picr_499	picr_499
FALSE	TRUE	FALSE	NW_020822696.1	picr_604	picr_604
FALSE	TRUE	FALSE	NW_020822697.1	picr_606	picr_606
FALSE	TRUE	FALSE	NW_020822698.1	picr_66	picr_66
FALSE	TRUE	FALSE	NW_020822699.1	picr_68	picr_68
FALSE	TRUE	FALSE	NW_020822700.1	picr_695	picr_695
FALSE	TRUE	FALSE	NW_020822701.1	picr_76	picr_76
FALSE	TRUE	FALSE	NW_020822702.1	picr_772	picr_772
FALSE	TRUE	FALSE	NW_020822703.1	picr_91	picr_91
FALSE	TRUE	FALSE	NW_020822704.1	picr_920	picr_920
FALSE	TRUE	FALSE	NW_020822705.1	picr_977	picr_977
FALSE	TRUE	FALSE	NW_020822706.1	picr_980	picr_980
FALSE	TRUE	FALSE	NW_020822707.1	picr_1000	picr_1000
FALSE	TRUE	FALSE	NW_020822708.1	picr_1001	picr_1001
FALSE	TRUE	FALSE	NW_020822709.1	picr_1002	picr_1002
FALSE	TRUE	FALSE	NW_020822710.1	picr_1003	picr_1003
FALSE	TRUE	FALSE	NW_020822711.1	picr_1005	picr_1005
FALSE	TRUE	FALSE	NW_020822712.1	picr_1006	picr_1006
FALSE	TRUE	FALSE	NW_020822713.1	picr_1008	picr_1008
FALSE	TRUE	FALSE	NW_020822714.1	picr_1009	picr_1009
FALSE	TRUE	FALSE	NW_020822715.1	picr_1011	picr_1011
FALSE	TRUE	FALSE	NW_020822716.1	picr_1012	picr_1012
FALSE	TRUE	FALSE	NW_020822717.1	picr_1013	picr_1013
FALSE	TRUE	FALSE	NW_020822718.1	picr_1014	picr_1014
FALSE	TRUE	FALSE	NW_020822719.1	picr_1015	picr_1015
FALSE	TRUE	FALSE	NW_020822720.1	picr_1016	picr_1016
FALSE	TRUE	FALSE	NW_020822721.1	picr_1018	picr_1018
FALSE	TRUE	FALSE	NW_020822722.1	picr_1019	picr_1019
FALSE	TRUE	FALSE	NW_020822723.1	picr_1020	picr_1020
FALSE	TRUE	FALSE	NW_020822724.1	picr_1021	picr_1021
FALSE	TRUE	FALSE	NW_020822725.1	picr_1022	picr_1022
FALSE	TRUE	FALSE	NW_020822726.1	picr_1023	picr_1023
FALSE	TRUE	FALSE	NW_020822727.1	picr_1024	picr_1024
FALSE	TRUE	FALSE	NW_020822728.1	picr_1027	picr_1027
FALSE	TRUE	FALSE	NW_020822729.1	picr_1028	picr_1028
FALSE	TRUE	FALSE	NW_020822730.1	picr_1030	picr_1030
FALSE	TRUE	FALSE	NW_020822731.1	picr_1031	picr_1031
FALSE	TRUE	FALSE	NW_020822732.1	picr_1032	picr_1032
FALSE	TRUE	FALSE	NW_020822733.1	picr_1033	picr_1033
FALSE	TRUE	FALSE	NW_020822734.1	picr_1034	picr_1034
FALSE	TRUE	FALSE	NW_020822735.1	picr_1035	picr_1035
FALSE	TRUE	FALSE	NW_020822736.1	picr_1036	picr_1036
FALSE	TRUE	FALSE	NW_020822737.1	picr_1037	picr_1037
FALSE	TRUE	FALSE	NW_020822738.1	picr_1039	picr_1039
FALSE	TRUE	FALSE	NW_020822739.1	picr_1040	picr_1040
FALSE	TRUE	FALSE	NW_020822740.1	picr_1041	picr_1041
FALSE	TRUE	FALSE	NW_020822741.1	picr_1042	picr_1042
FALSE	TRUE	FALSE	NW_020822742.1	picr_1043	picr_1043
FALSE	TRUE	FALSE	NW_020822743.1	picr_1045	picr_1045
FALSE	TRUE	FALSE	NW_020822744.1	picr_1046	picr_1046
FALSE	TRUE	FALSE	NW_020822745.1	picr_1047	picr_1047
FALSE	TRUE	FALSE	NW_020822746.1	picr_1048	picr_1048
FALSE	TRUE	FALSE	NW_020822747.1	picr_1049	picr_1049
FALSE	TRUE	FALSE	NW_020822748.1	picr_1050	picr_1050
FALSE	TRUE	FALSE	NW_020822749.1	picr_1051	picr_1051
FALSE	TRUE	FALSE	NW_020822750.1	picr_1052	picr_1052
FALSE	TRUE	FALSE	NW_020822751.1	picr_1053	picr_1053
FALSE	TRUE	FALSE	NW_020822752.1	picr_1054	picr_1054
FALSE	TRUE	FALSE	NW_020822753.1	picr_1055	picr_1055
FALSE	TRUE	FALSE	NW_020822754.1	picr_1056	picr_1056
FALSE	TRUE	FALSE	NW_020822755.1	picr_1057	picr_1057
FALSE	TRUE	FALSE	NW_020822756.1	picr_1058	picr_1058
FALSE	TRUE	FALSE	NW_020822757.1	picr_1059	picr_1059
FALSE	TRUE	FALSE	NW_020822758.1	picr_1060	picr_1060
FALSE	TRUE	FALSE	NW_020822759.1	picr_1061	picr_1061
FALSE	TRUE	FALSE	NW_020822760.1	picr_1062	picr_1062
FALSE	TRUE	FALSE	NW_020822761.1	picr_1063	picr_1063
FALSE	TRUE	FALSE	NW_020822762.1	picr_1065	picr_1065
FALSE	TRUE	FALSE	NW_020822763.1	picr_1066	picr_1066
FALSE	TRUE	FALSE	NW_020822764.1	picr_1068	picr_1068
FALSE	TRUE	FALSE	NW_020822765.1	picr_1069	picr_1069
FALSE	TRUE	FALSE	NW_020822766.1	picr_1070	picr_1070
FALSE	TRUE	FALSE	NW_020822767.1	picr_1071	picr_1071
FALSE	TRUE	FALSE	NW_020822768.1	picr_1072	picr_1072
FALSE	TRUE	FALSE	NW_020822769.1	picr_1073	picr_1073
FALSE	TRUE	FALSE	NW_020822770.1	picr_1074	picr_1074
FALSE	TRUE	FALSE	NW_020822771.1	picr_1075	picr_1075
FALSE	TRUE	FALSE	NW_020822772.1	picr_1076	picr_1076
FALSE	TRUE	FALSE	NW_020822773.1	picr_1077	picr_1077
FALSE	TRUE	FALSE	NW_020822774.1	picr_1078	picr_1078
FALSE	TRUE	FALSE	NW_020822775.1	picr_1080	picr_1080
FALSE	TRUE	FALSE	NW_020822776.1	picr_1081	picr_1081
FALSE	TRUE	FALSE	NW_020822777.1	picr_1082	picr_1082
FALSE	TRUE	FALSE	NW_020822778.1	picr_1083	picr_1083
FALSE	TRUE	FALSE	NW_020822779.1	picr_1084	picr_1084
FALSE	TRUE	FALSE	NW_020822780.1	picr_1085	picr_1085
FALSE	TRUE	FALSE	NW_020822781.1	picr_1086	picr_1086
FALSE	TRUE	FALSE	NW_020822782.1	picr_1087	picr_1087
FALSE	TRUE	FALSE	NW_020822783.1	picr_1088	picr_1088
FALSE	TRUE	FALSE	NW_020822784.1	picr_1089	picr_1089
FALSE	TRUE	FALSE	NW_020822785.1	picr_1090	picr_1090
FALSE	TRUE	FALSE	NW_020822786.1	picr_1091	picr_1091
FALSE	TRUE	FALSE	NW_020822787.1	picr_1093	picr_1093
FALSE	TRUE	FALSE	NW_020822788.1	picr_1094	picr_1094
FALSE	TRUE	FALSE	NW_020822789.1	picr_1096	picr_1096
FALSE	TRUE	FALSE	NW_020822790.1	picr_1097	picr_1097
FALSE	TRUE	FALSE	NW_020822791.1	picr_1098	picr_1098
FALSE	TRUE	FALSE	NW_020822792.1	picr_1099	picr_1099
FALSE	TRUE	FALSE	NW_020822793.1	picr_1100	picr_1100
FALSE	TRUE	FALSE	NW_020822794.1	picr_1102	picr_1102
FALSE	TRUE	FALSE	NW_020822795.1	picr_1103	picr_1103
FALSE	TRUE	FALSE	NW_020822796.1	picr_1104	picr_1104
FALSE	TRUE	FALSE	NW_020822797.1	picr_1105	picr_1105
FALSE	TRUE	FALSE	NW_020822798.1	picr_1106	picr_1106
FALSE	TRUE	FALSE	NW_020822799.1	picr_1107	picr_1107
FALSE	TRUE	FALSE	NW_020822800.1	picr_1109	picr_1109
FALSE	TRUE	FALSE	NW_020822801.1	picr_1110	picr_1110
FALSE	TRUE	FALSE	NW_020822802.1	picr_1111	picr_1111
FALSE	TRUE	FALSE	NW_020822803.1	picr_1112	picr_1112
FALSE	TRUE	FALSE	NW_020822804.1	picr_1113	picr_1113
FALSE	TRUE	FALSE	NW_020822805.1	picr_1114	picr_1114
FALSE	TRUE	FALSE	NW_020822806.1	picr_1115	picr_1115
FALSE	TRUE	FALSE	NW_020822807.1	picr_1116	picr_1116
FALSE	TRUE	FALSE	NW_020822808.1	picr_1117	picr_1117
FALSE	TRUE	FALSE	NW_020822809.1	picr_1118	picr_1118
FALSE	TRUE	FALSE	NW_020822810.1	picr_1119	picr_1119
FALSE	TRUE	FALSE	NW_020822811.1	picr_1120	picr_1120
FALSE	TRUE	FALSE	NW_020822812.1	picr_1121	picr_1121
FALSE	TRUE	FALSE	NW_020822813.1	picr_1122	picr_1122
FALSE	TRUE	FALSE	NW_020822814.1	picr_1123	picr_1123
FALSE	TRUE	FALSE	NW_020822815.1	picr_1124	picr_1124
FALSE	TRUE	FALSE	NW_020822816.1	picr_1125	picr_1125
FALSE	TRUE	FALSE	NW_020822817.1	picr_1126	picr_1126
FALSE	TRUE	FALSE	NW_020822818.1	picr_1127	picr_1127
FALSE	TRUE	FALSE	NW_020822819.1	picr_1128	picr_1128
FALSE	TRUE	FALSE	NW_020822820.1	picr_1129	picr_1129
FALSE	TRUE	FALSE	NW_020822821.1	picr_1130	picr_1130
FALSE	TRUE	FALSE	NW_020822822.1	picr_1131	picr_1131
FALSE	TRUE	FALSE	NW_020822823.1	picr_1132	picr_1132
FALSE	TRUE	FALSE	NW_020822824.1	picr_1133	picr_1133
FALSE	TRUE	FALSE	NW_020822825.1	picr_1134	picr_1134
FALSE	TRUE	FALSE	NW_020822826.1	picr_1135	picr_1135
FALSE	TRUE	FALSE	NW_020822827.1	picr_1136	picr_1136
FALSE	TRUE	FALSE	NW_020822828.1	picr_1137	picr_1137
FALSE	TRUE	FALSE	NW_020822829.1	picr_1138	picr_1138
FALSE	TRUE	FALSE	NW_020822830.1	picr_1139	picr_1139
FALSE	TRUE	FALSE	NW_020822831.1	picr_1140	picr_1140
FALSE	TRUE	FALSE	NW_020822832.1	picr_1141	picr_1141
FALSE	TRUE	FALSE	NW_020822833.1	picr_1142	picr_1142
FALSE	TRUE	FALSE	NW_020822834.1	picr_1143	picr_1143
FALSE	TRUE	FALSE	NW_020822835.1	picr_1144	picr_1144
FALSE	TRUE	FALSE	NW_020822836.1	picr_1145	picr_1145
FALSE	TRUE	FALSE	NW_020822837.1	picr_1146	picr_1146
FALSE	TRUE	FALSE	NW_020822838.1	picr_1147	picr_1147
FALSE	TRUE	FALSE	NW_020822839.1	picr_1148	picr_1148
FALSE	TRUE	FALSE	NW_020822840.1	picr_1149	picr_1149
FALSE	TRUE	FALSE	NW_020822841.1	picr_1150	picr_1150
FALSE	TRUE	FALSE	NW_020822842.1	picr_1151	picr_1151
FALSE	TRUE	FALSE	NW_020822843.1	picr_1152	picr_1152
FALSE	TRUE	FALSE	NW_020822844.1	picr_1153	picr_1153
FALSE	TRUE	FALSE	NW_020822845.1	picr_1154	picr_1154
FALSE	TRUE	FALSE	NW_020822846.1	picr_1155	picr_1155
FALSE	TRUE	FALSE	NW_020822847.1	picr_1156	picr_1156
FALSE	TRUE	FALSE	NW_020822848.1	picr_1157	picr_1157
FALSE	TRUE	FALSE	NW_020822849.1	picr_1158	picr_1158
FALSE	TRUE	FALSE	NW_020822850.1	picr_1159	picr_1159
FALSE	TRUE	FALSE	NW_020822851.1	picr_1160	picr_1160
FALSE	TRUE	FALSE	NW_020822852.1	picr_1161	picr_1161
FALSE	TRUE	FALSE	NW_020822853.1	picr_1162	picr_1162
FALSE	TRUE	FALSE	NW_020822854.1	picr_1163	picr_1163
FALSE	TRUE	FALSE	NW_020822855.1	picr_1164	picr_1164
FALSE	TRUE	FALSE	NW_020822856.1	picr_1165	picr_1165
FALSE	TRUE	FALSE	NW_020822857.1	picr_1166	picr_1166
FALSE	TRUE	FALSE	NW_020822858.1	picr_1167	picr_1167
FALSE	TRUE	FALSE	NW_020822859.1	picr_1168	picr_1168
FALSE	TRUE	FALSE	NW_020822860.1	picr_1171	picr_1171
FALSE	TRUE	FALSE	NW_020822861.1	picr_1172	picr_1172
FALSE	TRUE	FALSE	NW_020822862.1	picr_1173	picr_1173
FALSE	TRUE	FALSE	NW_020822863.1	picr_1174	picr_1174
FALSE	TRUE	FALSE	NW_020822864.1	picr_1175	picr_1175
FALSE	TRUE	FALSE	NW_020822865.1	picr_1176	picr_1176
FALSE	TRUE	FALSE	NW_020822866.1	picr_1177	picr_1177
FALSE	TRUE	FALSE	NW_020822867.1	picr_1178	picr_1178
FALSE	TRUE	FALSE	NW_020822868.1	picr_1179	picr_1179
FALSE	TRUE	FALSE	NW_020822869.1	picr_1180	picr_1180
FALSE	TRUE	FALSE	NW_020822870.1	picr_1181	picr_1181
FALSE	TRUE	FALSE	NW_020822871.1	picr_1182	picr_1182
FALSE	TRUE	FALSE	NW_020822872.1	picr_1183	picr_1183
FALSE	TRUE	FALSE	NW_020822873.1	picr_1184	picr_1184
FALSE	TRUE	FALSE	NW_020822874.1	picr_1185	picr_1185
FALSE	TRUE	FALSE	NW_020822875.1	picr_1186	picr_1186
FALSE	TRUE	FALSE	NW_020822876.1	picr_1187	picr_1187
FALSE	TRUE	FALSE	NW_020822877.1	picr_1188	picr_1188
FALSE	TRUE	FALSE	NW_020822878.1	picr_1189	picr_1189
FALSE	TRUE	FALSE	NW_020822879.1	picr_1190	picr_1190
FALSE	TRUE	FALSE	NW_020822880.1	picr_1191	picr_1191
FALSE	TRUE	FALSE	NW_020822881.1	picr_1192	picr_1192
FALSE	TRUE	FALSE	NW_020822882.1	picr_1193	picr_1193
FALSE	TRUE	FALSE	NW_020822883.1	picr_1194	picr_1194
FALSE	TRUE	FALSE	NW_020822884.1	picr_1195	picr_1195
FALSE	TRUE	FALSE	NW_020822885.1	picr_1196	picr_1196
FALSE	TRUE	FALSE	NW_020822886.1	picr_1197	picr_1197
FALSE	TRUE	FALSE	NW_020822887.1	picr_1198	picr_1198
FALSE	TRUE	FALSE	NW_020822888.1	picr_1199	picr_1199
FALSE	TRUE	FALSE	NW_020822889.1	picr_1200	picr_1200
FALSE	TRUE	FALSE	NW_020822890.1	picr_1201	picr_1201
FALSE	TRUE	FALSE	NW_020822891.1	picr_1202	picr_1202
FALSE	TRUE	FALSE	NW_020822892.1	picr_1203	picr_1203
FALSE	TRUE	FALSE	NW_020822893.1	picr_1204	picr_1204
FALSE	TRUE	FALSE	NW_020822894.1	picr_1205	picr_1205
FALSE	TRUE	FALSE	NW_020822895.1	picr_1206	picr_1206
FALSE	TRUE	FALSE	NW_020822896.1	picr_1208	picr_1208
FALSE	TRUE	FALSE	NW_020822897.1	picr_1209	picr_1209
FALSE	TRUE	FALSE	NW_020822898.1	picr_1210	picr_1210
FALSE	TRUE	FALSE	NW_020822899.1	picr_1211	picr_1211
FALSE	TRUE	FALSE	NW_020822900.1	picr_1212	picr_1212
FALSE	TRUE	FALSE	NW_020822901.1	picr_1214	picr_1214
FALSE	TRUE	FALSE	NW_020822902.1	picr_1215	picr_1215
FALSE	TRUE	FALSE	NW_020822903.1	picr_1216	picr_1216
FALSE	TRUE	FALSE	NW_020822904.1	picr_1217	picr_1217
FALSE	TRUE	FALSE	NW_020822905.1	picr_1218	picr_1218
FALSE	TRUE	FALSE	NW_020822906.1	picr_1219	picr_1219
FALSE	TRUE	FALSE	NW_020822907.1	picr_1220	picr_1220
FALSE	TRUE	FALSE	NW_020822908.1	picr_1221	picr_1221
FALSE	TRUE	FALSE	NW_020822909.1	picr_1223	picr_1223
FALSE	TRUE	FALSE	NW_020822910.1	picr_1225	picr_1225
FALSE	TRUE	FALSE	NW_020822911.1	picr_1226	picr_1226
FALSE	TRUE	FALSE	NW_020822912.1	picr_1227	picr_1227
FALSE	TRUE	FALSE	NW_020822913.1	picr_1228	picr_1228
FALSE	TRUE	FALSE	NW_020822914.1	picr_1229	picr_1229
FALSE	TRUE	FALSE	NW_020822915.1	picr_1230	picr_1230
FALSE	TRUE	FALSE	NW_020822916.1	picr_1231	picr_1231
FALSE	TRUE	FALSE	NW_020822917.1	picr_1232	picr_1232
FALSE	TRUE	FALSE	NW_020822918.1	picr_1233	picr_1233
FALSE	TRUE	FALSE	NW_020822919.1	picr_1235	picr_1235
FALSE	TRUE	FALSE	NW_020822920.1	picr_1236	picr_1236
FALSE	TRUE	FALSE	NW_020822921.1	picr_1237	picr_1237
FALSE	TRUE	FALSE	NW_020822922.1	picr_1238	picr_1238
FALSE	TRUE	FALSE	NW_020822923.1	picr_1239	picr_1239
FALSE	TRUE	FALSE	NW_020822924.1	picr_1241	picr_1241
FALSE	TRUE	FALSE	NW_020822925.1	picr_1242	picr_1242
FALSE	TRUE	FALSE	NW_020822926.1	picr_1243	picr_1243
FALSE	TRUE	FALSE	NW_020822927.1	picr_1244	picr_1244
FALSE	TRUE	FALSE	NW_020822928.1	picr_1245	picr_1245
FALSE	TRUE	FALSE	NW_020822929.1	picr_1246	picr_1246
FALSE	TRUE	FALSE	NW_020822930.1	picr_1247	picr_1247
FALSE	TRUE	FALSE	NW_020822931.1	picr_1248	picr_1248
FALSE	TRUE	FALSE	NW_020822932.1	picr_1249	picr_1249
FALSE	TRUE	FALSE	NW_020822933.1	picr_1250	picr_1250
FALSE	TRUE	FALSE	NW_020822934.1	picr_1251	picr_1251
FALSE	TRUE	FALSE	NW_020822935.1	picr_1252	picr_1252
FALSE	TRUE	FALSE	NW_020822936.1	picr_1253	picr_1253
